"FileName","Url","FileType","SiteUrl","LibraryTitle","FolderPath","DocNumber","Description","Modified1","SizeBytes","UniqueId","ListId","ItemId","SearchText","WBS Description","Doc Type","FullTitleText","Main Group","Sub Group","Revision","Status","blobData","Company","SummaryText","DocKey","Sub_Vendor","AISummary","AISummarizedOn","AIKeywords","Discipline","FileLink","MDDRKey"
"6105AK038-5530-ED02-0002_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-5530-ED02-0002_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-5530-ED02-0002_0","SWTP UPP 01 SWTP UPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","267,118",,,,"6105AK038-5530-ED02-0002_0","5530 - Village Sewage Effluent Treatment","D02 - Drawing – Layout","Detailed Design - Early Works - Village Sewage Effluent Treatment - UPP DB Internal Layout - Drawing – Layout - Sht.2 of 6","UPP DB","Layout","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-5530-ED02-0002_0.pdf","PPE Technologies","SWTP UPP 01 SWTP UPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-5530-ED02-0002_0",,,,,"ELECTRICAL",,
"6105AK038-7177-MD05-1007_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-7177-MD05-1007_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","MECHANICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL","6105AK038-7177-MD05-1007_0","9 SCALE 1:5 FRONT VIEW SCALE 1:10 SIDE VIEW SCALE 1:10 PLAN VIEW SCALE 1:10 - All measurements are to be confirmed before work is to be carried out . This drawing<ddd/>","11/6/2024","696,442",,,,"6105AK038-7177-MD05-1007_0","7177 - Off-Site Fan Sediments Bore Field 13","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 13 -  E-House - Staircase Structure Detail - Sht. 1 of 1","E-House","Details Drawing","0","Approved",,"PPE Technologies","9 SCALE 1:5 FRONT VIEW SCALE 1:10 SIDE VIEW SCALE 1:10 PLAN VIEW SCALE 1:10 - All measurements are to be confirmed before work is to be carried out . This drawing<ddd/>","6105AK038-7177-MD05-1007_0",,,,,"MECHANICAL",,
"6105AK038-7177-MD05-0013_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-7177-MD05-0013_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","MECHANICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL","6105AK038-7177-MD05-0013_0","6 PED.TYPE 1 9 OFF PED.TYPE 3 2 OFF - All measurements are to be confirmed before work is to be carried out . This drawing and its contents are confidential, are subject to return<ddd/>","2/19/2025","505,625",,,,"6105AK038-7177-MD05-0013_0","7177 - Off-Site Fan Sediments Bore Field 41","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 41 -  E-House - Enclosure Structure Detail - Sht. 4 of 4","E-House","Details Drawing","0","Approved",,"PPE Technologies","6 PED.TYPE 1 9 OFF PED.TYPE 3 2 OFF - All measurements are to be confirmed before work is to be carried out . This drawing and its contents are confidential, are subject to return<ddd/>","6105AK038-7177-MD05-0013_0",,,,,"MECHANICAL",,
"6105AK038-7177-MD05-0021_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-7177-MD05-0021_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","MECHANICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL","6105AK038-7177-MD05-0021_0","3 12000BTU RUBBERIZED FLOORING 12000BTU 12000BTU 12000BTU This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any<ddd/>","2/19/2025","485,874",,,,"6105AK038-7177-MD05-0021_0","7177 - Off-Site Fan Sediments Bore Field 41","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 41 - E-House - Equipment - Plan Views - Sht. 1 of 1","E-House","Details Drawing","0","Approved",,"PPE Technologies","3 12000BTU RUBBERIZED FLOORING 12000BTU 12000BTU 12000BTU This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any<ddd/>","6105AK038-7177-MD05-0021_0",,,,,"MECHANICAL",,
"6105AK038-7177-MD01-1018_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-7177-MD01-1018_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","MECHANICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL","6105AK038-7177-MD01-1018_A","2 12000BTU 12000BTU 12000BTU 12000BTU O S 1 1 S O 1 2 S O S 1 3 O 1 3 S O 2 1 S O 2 2 SP SP Ø25 2500 Ø15 3600 Ø32 700 Ø25 300 Ø15 300 PLAN VIEW SCALE 1:20 This drawing and its","11/11/2024","410,756",,,,"6105AK038-7177-MD01-1018_A","7177 - Off-Site Fan Sediments Bore Field 13","D01 - Drawing – General Arrangement (GA)","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 13 - 13 - Kiosk Layout and Detail - Sht. 1 of 1","E-House","Fire Suppression","A","Pending",,"PPE Technologies","2 12000BTU 12000BTU 12000BTU 12000BTU O S 1 1 S O 1 2 S O S 1 3 O 1 3 S O 2 1 S O 2 2 SP SP Ø25 2500 Ø15 3600 Ø32 700 Ø25 300 Ø15 300 PLAN VIEW SCALE 1:20 This drawing and its","6105AK038-7177-MD01-1018_A",,,,,"MECHANICAL",,
"6105AK038-7177-MD01-1015_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-7177-MD01-1015_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","MECHANICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL","6105AK038-7177-MD01-1015_0","5 SIDE VIEW SECTION B2-B2 F F NOVEC CAUTION: THIS ROOM IS PROTECTED BY A CO 2 FIRE EXTINGUISHING SYSTEM WHEN ALARM SOUNDS EVACUATE THE AREA AFTER CO2 DISCHARGE DO NOT RE-ENTER<ddd/>","11/5/2024","753,061",,,,"6105AK038-7177-MD01-1015_0","7177 - Off-Site Fan Sediments Bore Field 13","D01 - Drawing – General Arrangement (GA)","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 13 - E-House - Equipment - Signage Schedule - Sht.1 of 1","E-House","Equipment","0","Approved",,"PPE Technologies","5 SIDE VIEW SECTION B2-B2 F F NOVEC CAUTION: THIS ROOM IS PROTECTED BY A CO 2 FIRE EXTINGUISHING SYSTEM WHEN ALARM SOUNDS EVACUATE THE AREA AFTER CO2 DISCHARGE DO NOT RE-ENTER<ddd/>","6105AK038-7177-MD01-1015_0",,,,,"MECHANICAL",,
"6105AK137-6280-GPLN-0001_A.pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202/6105AK137-6280-GPLN-0001_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl","K137  220kV  33kV Overhead Lines 2","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202","6105AK137-6280-GPLN-0001_A","Medium Voltage Overhead Powerlines Layout","2/20/2026",,,,,"6105AK137-6280-GPLN-0001_A","Technical","Drawing","Medium Voltage Overhead Powerlines Layout","Technical","Drawing",,"A1 - A1 : Data Complete - No Comments - Do Not Resubmit",,"Other","DockName: Medium Voltage Overhead Powerlines Layout  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Key plan layout for Medium Voltage (33 kV) overhead powerlines.  
- Includes design parameters and dimensions for various sections.  
- Revision A issued for review, dated 12-02-2026.  
- Drawn by Bagdad Imamzarov, checked by I. Shagiyev.  
- Part of the Reko Diq Project for the client Reko Diq Mining Company.","6105AK137-6280-GPLN-0001_A","PSI",,,,"Electrical",,
"6105AK038-7177-FD05-0013_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION/6105AK038-7177-FD05-0013_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","AUTOMATION","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION","6105AK038-7177-FD05-0013_0","BOREFIELD 004-PLC BOREFIELD 004-PLC DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1<ddd/>","12/13/2025","105,212",,,,"6105AK038-7177-FD05-0013_0","7177 - Off-Site Fan Sediments Bore Field 4","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 4 - 7177-PLC-004 Node 06 Slot 2 Field Wiring - Sht. 14 of 27","PLC","Wiring","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION/6105AK038-7177-FD05-0013_0.pdf","PPE Technologies","BOREFIELD 004-PLC BOREFIELD 004-PLC DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1<ddd/>","6105AK038-7177-FD05-0013_0",,,,,"AUTOMATION",,
"6105AK038-9122-FD05-0021_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION/6105AK038-9122-FD05-0021_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","AUTOMATION","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION","6105AK038-9122-FD05-0021_0","LV WORKSHOP LV WORKSHOP DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","174,693",,,,"6105AK038-9122-FD05-0021_0","9122 - Temporary Facilities Warehouse & Yards","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Temporary Facilities Warehouse & Yards - LV Workshop - 9122-PLC-001 Ethernet & Fiber Networks - Sht. 26 of 29","PLC","Ethernet & Fiber Networks","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION/6105AK038-9122-FD05-0021_0.pdf","PPE Technologies","LV WORKSHOP LV WORKSHOP DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-9122-FD05-0021_0",,,,,"AUTOMATION",,
"6105AK038-5630-FD05-0019_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION/6105AK038-5630-FD05-0019_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","AUTOMATION","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION","6105AK038-5630-FD05-0019_0","POTABLE WATER TREATMENT PLANT POTABLE WATER TREATMENT PLANT DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D<ddd/>","12/13/2025","173,841",,,,"6105AK038-5630-FD05-0019_0","5630 - Potable Water Treatment Plant","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Potable Water Treatment Plant - 5630 -PLC-001 Ethernet & Fiber Networks - Sht. 24 of 29","PLC","Ethernet & Fiber Networks","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION/6105AK038-5630-FD05-0019_0.pdf","PPE Technologies","POTABLE WATER TREATMENT PLANT POTABLE WATER TREATMENT PLANT DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D<ddd/>","6105AK038-5630-FD05-0019_0",,,,,"AUTOMATION",,
"6105AK038-9122-FD05-0004_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION/6105AK038-9122-FD05-0004_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","AUTOMATION","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION","6105AK038-9122-FD05-0004_0","LV WORKSHOP LV WORKSHOP DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","179,953",,,,"6105AK038-9122-FD05-0004_0","9122 - Temporary Facilities Warehouse & Yards","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Temporary Facilities Warehouse & Yards - LV Workshop - Ethernet Switch Two Wiring - Sht. 6 of 29","PLC","Wiring","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION/6105AK038-9122-FD05-0004_0.pdf","PPE Technologies","LV WORKSHOP LV WORKSHOP DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-9122-FD05-0004_0",,,,,"AUTOMATION",,
"6105AK038-5530-ED18-0037_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-5530-ED18-0037_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-5530-ED18-0037_0","SWTP AUX DB 02 SWTP AUX DB 02 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - ","12/13/2025","125,681",,,,"6105AK038-5530-ED18-0037_0","5530 - Village Sewage Effluent Treatment","D18 - Bill of Material/Quantity (BoM)","Detailed Design - Early Works - Village Sewage Effluent Treatment - SWTP 400V AUX DB 02 Summarized Parts list-Bill of Material - Sht.5 of 5","400V AUX DB 02","Summarized Parts List","0","Approved",,"PPE Technologies","SWTP AUX DB 02 SWTP AUX DB 02 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - ","6105AK038-5530-ED18-0037_0",,,,,"ELECTRICAL",,
"6105AK038-7177-ED05-1091_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7177-ED05-1091_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7177-ED05-1091_0","1 29000L FUEL TANK C550D5 GENSET C550D5 GENSET AIR IN AIR IN This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to<ddd/>","1/15/2025","786,890",,,,"6105AK038-7177-ED05-1091_0","7177 - Off-Site Fan Sediments Bore Field 13","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 13 - Earthing Arrangement for Electrical Power Plant - Sht. 1 of 1","Earthing Arrangement","Earthing Arrangement","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7177-ED05-1091_0.pdf","PPE Technologies","1 29000L FUEL TANK C550D5 GENSET C550D5 GENSET AIR IN AIR IN This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to<ddd/>","6105AK038-7177-ED05-1091_0",,,,,"ELECTRICAL",,
"6105AK038-7177-ID12-0033_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-7177-ID12-0033_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-7177-ID12-0033_A","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","12/23/2025","318,850",,,,"6105AK038-7177-ID12-0033_A","7177 - Off-Site Fan Sediments Bore Field 41","D12 - Drawing – Instrument","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 41 - Instrument Loop Drawing  7177-Z-804 - Sht. 1 of 1","Instrument ","Loop Drawing","A","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-7177-ID12-0033_A",,,,,"INSTRUMENTATION",,
"6105AK038-5630-ED02-0004_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-5630-ED02-0004_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-5630-ED02-0004_0","PWTP AUX DB 02 PWTP AUX DB 02 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - ","12/13/2025","273,416",,,,"6105AK038-5630-ED02-0004_0","5630 - Potable Water Treatment Plant","D02 - Drawing – Layout","Detailed Design - Early Works - Potable Water Treatment Plant - PWTP 400V AUX DB 02Internal Layout-Drawing – Layout - Sht.2 of 5","400V Aux DB 02","Internal Layout","0","Approved",,"PPE Technologies","PWTP AUX DB 02 PWTP AUX DB 02 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - ","6105AK038-5630-ED02-0004_0",,,,,"ELECTRICAL",,
"6105AK137-6286-GDTA-0001_A.pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202/6105AK137-6286-GDTA-0001_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl","K137  220kV  33kV Overhead Lines 2","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202","6105AK137-6286-GDTA-0001_A","Mining Open Pit - List of Drawings - Data","2/26/2026",,,,,"6105AK137-6286-GDTA-0001_A","Technical","Drawing","Mining Open Pit - List of Drawings - Data","Technical","Drawing",,"A1 - A1 : Data Complete - No Comments - Do Not Resubmit",,"Other","DockName: Mining Open Pit - List of Drawings - Data  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Contains a list of drawings related to 220 kV & 33 kV overhead lines for the mining project.  
- Includes details for various components such as insulator sets, grounding towers, and specifications for metal tower structures.  
- Document is prepared for review and approval by the responsible manager/engineer.  
- Revision A indicates the current version of the document.  
- Intellectual property of Reko Diq Mining Company; distribution is restricted.","6105AK137-6286-GDTA-0001_A","PSI",,,,"Electrical",,
"6105AK137-6286-CIDX-0001_A.pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202/6105AK137-6286-CIDX-0001_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl","K137  220kV  33kV Overhead Lines 2","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202","6105AK137-6286-CIDX-0001_A","Mining Open Pit - Bill of Tower and Foundation Installation","2/26/2026",,,,,"6105AK137-6286-CIDX-0001_A","Technical","Specification","Mining Open Pit - Bill of Tower and Foundation Installation","Technical","Specification",,"B2 - B2 : Data Incomplete - With Comments - Proceed - Resubmit",,"Other","DockName: Mining Open Pit - Bill of Tower and Foundation Installation  
Discipline: Civil  
DocumentType: Specification  
Topic: Technical  
Summary:  
- Details the specifications for towers and foundations for 11kV overhead lines.  
- Includes tables summarizing the types and quantities of towers and foundation elements.  
- Installation drawings referenced for various components.  
- Notes that final arrangements depend on the geological survey report.  
- Document is part of the Reko Diq Mining Project, under contract 6105AK137.","6105AK137-6286-CIDX-0001_A","PSI",,,,"Civil",,
"6105AK137-6286-CSSD-0007_А.pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202/6105AK137-6286-CSSD-0007_%D0%90.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl","K137  220kV  33kV Overhead Lines 2","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202","6105AK137-6286-CSSD-0007_А","Anchor Tower Specification Type A11","2/26/2026",,,,,"6105AK137-6286-CSSD-0007_А","Technical","Specification","Anchor Tower Specification Type A11","Technical","Specification",,"Q1 - Q1 : Quality is below Standard - Revise and Resubmit",,"Other","DockName: Anchor Tower Specification Type A11  
Discipline: Civil  
DocumentType: Specification  
Topic: Technical  
Summary:  
- Specification for galvanized metal structures and parts for OHPL 11 kV towers.  
- Includes details on cross arm dimensions and weights for structural integrity.  
- Reference to related drawing (6105AK137-6286-EINS-0001) for additional specifications.  
- Issued for review with a revision date of 19-02-2026.  
- Prepared by the PSI Group, with multiple engineers involved in design and checking.","6105AK137-6286-CSSD-0007_А","PSI",,,,"Civil",,
"6105AK137-6286-GMTO-0002_A.pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202/6105AK137-6286-GMTO-0002_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl","K137  220kV  33kV Overhead Lines 2","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202","6105AK137-6286-GMTO-0002_A","Mining Open Pit - Detailed List of Equipment","2/26/2026",,,,,"6105AK137-6286-GMTO-0002_A","Technical","Datasheet","Mining Open Pit - Detailed List of Equipment","Technical","Datasheet",,"B1 - B1 : Data Complete - With Comments - Proceed - Resubmit",,"Other","DockName: Mining Open Pit - Detailed List of Equipment  
Discipline: Electrical  
DocumentType: Datasheet  
Topic: Technical  
Summary:  
- Detailed list of equipment and materials for mining open pit project.  
- Includes specifications for 11 kV overhead line feeders and various line accessories.  
- Quantities and weights provided for each item.  
- Foundation details pending geological report.  
- Document issued for review and approval by RDMC.","6105AK137-6286-GMTO-0002_A","PSI",,,,"Electrical",,
"6105AK125-6241-E-SLD-0001_A.pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K125%20%20220kV%20Transmission%20Substations/6105AK125-6241-E-SLD-0001_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl","K125  220kV Transmission Substations","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K125%20%20220kV%20Transmission%20Substations","6105AK125-6241-E-SLD-0001_A","33/220 KV Solar PV Substation - Electrical Layout","2/24/2026",,,,,"6105AK125-6241-E-SLD-0001_A","Technical","Drawing","33/220 KV Solar PV Substation - Electrical Layout","Technical","Drawing",,"A1 - A1 : Data Complete - No Comments - Do Not Resubmit",,"Other","DockName: 33/220 KV Solar PV Substation - Overall Single Line Diagram  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Single line diagram for a solar PV substation.  
- Includes details for 220kV and 33kV equipment.  
- Features multiple transformers and current transformers.  
- Indicates future scope and variations in scope of work.  
- Designed for Reko Diq Mining Company project.  

---

DockName: 33/220 KV Solar PV Substation - Single Line Diagram Detail  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Detailed single line diagram for solar PV substation.  
- Shows connections between transformers and busbars.  
- Includes specifications for current and voltage transformers.  
- Designed for electrical and instrumentation engineering.  
- Issued for review with a revision date of 06.02.2026.  

---

DockName: 33/220 KV Solar PV Substation - Equipment Data  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Equipment data for 220kV current and voltage transformers.  
- Provides specifications and class ratings for transformers.  
- Data is tentative and subject to final calculations.  
- Part of the overall electrical design for the solar PV substation.  
- Confidential document for internal use only.  

---

DockName: 33/220 KV Solar PV Substation - Electrical Layout  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Electrical layout for the solar PV substation.  
- Illustrates the arrangement of electrical components and equipment.  
- Includes notes on future scope and variations in work.  
- Designed for Reko Diq Mining Company project.  
- Confidential and subject to return on demand.  ","6105AK125-6241-E-SLD-0001_A","Siemens",,,,"Electrical",,
"6105AK125-6243-E-SLD-0001_A.pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K125%20%20220kV%20Transmission%20Substations/6105AK125-6243-E-SLD-0001_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl","K125  220kV Transmission Substations","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K125%20%20220kV%20Transmission%20Substations","6105AK125-6243-E-SLD-0001_A","33/220 KV Solar PV Substation - Electrical Layout",,,,,,"6105AK125-6243-E-SLD-0001_A","Technical","Drawing","33/220 KV Solar PV Substation - Electrical Layout","Technical","Drawing",,,,"Other","DockName: 33/220 KV Solar PV Substation - Overall Single Line Diagram  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Single line diagram for a solar PV substation.  
- Includes details for 220kV and 33kV equipment.  
- Features multiple transformers and current transformers.  
- Indicates future scope and variations in scope of work.  
- Designed for Reko Diq Mining Company project.  

---

DockName: 33/220 KV Solar PV Substation - Single Line Diagram Detail  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Detailed single line diagram for solar PV substation.  
- Shows connections between transformers and busbars.  
- Includes specifications for current and voltage transformers.  
- Designed for electrical and instrumentation engineering.  
- Issued for review with a revision date of 06.02.2026.  

---

DockName: 33/220 KV Solar PV Substation - Equipment Data  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Equipment data for 220kV current and voltage transformers.  
- Provides specifications and class ratings for transformers.  
- Data is tentative and subject to final calculations.  
- Part of the overall electrical design for the solar PV substation.  
- Confidential document for internal use only.  

---

DockName: 33/220 KV Solar PV Substation - Electrical Layout  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Electrical layout for the solar PV substation.  
- Illustrates the arrangement of electrical components and equipment.  
- Includes notes on future scope and variations in work.  
- Designed for Reko Diq Mining Company project.  
- Confidential and subject to return on demand.  ","6105AK125-6243-E-SLD-0001_A","Siemens",,,,"Electrical",,
